80,2013-08-28,2,3312,"abbott;rudd"
81,2013-08-29,2,2366,"jets;cyprus"
82,2013-08-29,2,1194,"syria;saturday"
83,2013-08-29,2,9189,"syria;says"
84,2013-08-29,2,4637,"march;washington"
85,2013-08-29,2,6695,"military;syria"
86,2013-08-29,2,12448,"weapons;chemical"
87,2013-08-30,2,9481,"action;syria"
88,2013-08-30,2,4313,"syria;says"
89,2013-08-30,2,2110,"vote;syria"
90,2013-08-30,2,3929,"house;white"
91,2013-08-30,2,9041,"syria;obama"
92,2013-08-30,2,5904,"heaney;seamus"
93,2013-08-30,2,8443,"cameron;syria"
94,2013-09-02,2,1992,"petrol;moily"
95,2013-09-02,3,9037,"swim;historic;florida"
96,2013-09-02,2,9450,"bale;presentation"
97,2013-09-02,2,8212,"madrid;gareth"
98,2013-09-02,3,7014,"live;watch;updates"
99,2013-09-02,2,1046,"assad;syrian"
100,2013-09-02,12,72547,"says;french;mccain;chemical;vote;attack;base;military;strike;syria;action;obama"
101,2013-09-02,2,3217,"street;coronation"
102,2013-09-02,3,15645,"nyad;completes;cuba"
103,2013-09-02,3,15090,"130;vodafone;verizon"
104,2013-09-02,2,1361,"front;page"
105,2013-09-02,2,26334,"old;year"
106,2013-09-02,3,7533,"cbs;cable;warner"
107,2013-09-02,3,2253,"base;border;afghan"
108,2013-09-02,2,16405,"ozil;arsenal"
109,2013-09-02,2,10320,"day;like"
110,2013-09-02,2,1566,"base;taliban"
111,2013-09-02,2,10199,"shades;grey"
112,2013-09-02,2,4122,"west;key"
113,2013-09-02,3,1426,"chief;nato;rasmussen"
114,2013-09-02,2,3762,"frost;david"
115,2013-09-03,2,2249,"time;warner"
116,2013-09-03,2,11569,"old;year"
117,2013-09-03,2,5567,"vodafone;verizon"
118,2013-09-03,3,9884,"rodman;dennis;korea"
119,2013-09-03,2,1013,"zuma;mandela"
120,2013-09-03,3,1542,"files;govt;coal"
121,2013-09-03,7,120278,"billion;buy;deal;business;nokia;services;microsoft"
122,2013-09-03,5,8902,"open;federer;roger;round;tommy"
123,2013-09-03,23,174462,"says;senate;house;mediterranean;hearing;bjp;missiles;live;ballistic;strike;war;israel;kerry;congress;missile;briefing;objects;military;obama;ministry;boehner;action;syria"
124,2013-09-03,2,1368,"democratic;debate"
125,2013-09-03,2,7683,"diana;nyad"
126,2013-09-04,2,3177,"gmb;labour"
127,2013-09-04,27,146782,"force;senate;house;mccain;says;ground;conference;former;weapons;live;thirdmetric;strike;draft;obama;poker;putin;watch;syria;president;day;panel;pmqs;stockholm;action;military;resolution;russia"
128,2013-09-04,2,1613,"raghuram;rajan"
129,2013-09-04,5,33489,"note;galaxy;gear;smartwatch;samsung"
130,2013-09-04,7,67927,"ariel;dead;cell;castro;cleveland;found;ohio"
131,2013-09-04,2,1208,"manning;rachel"
132,2013-09-04,2,1415,"committee;foreign"
133,2013-09-04,2,4414,"school;stabbing"
134,2013-09-04,2,1315,"files;coal"
135,2013-09-05,3,5977,"crossing;sheppey;crash"
136,2013-09-05,2,5222,"interior;minister"
137,2013-09-05,2,2662,"egypt;minister"
138,2013-09-05,2,1126,"criminal;court"
139,2013-09-05,2,1394,"leak;gas"
140,2013-09-05,2,1056,"found;conduct"
141,2013-09-05,14,73855,"c4news;putin;says;leaders;g20;strike;summit;teachers;syria;report;military;hopefuls;russia;obama"
142,2013-09-05,2,7619,"encryption;internet"
143,2013-09-05,3,1799,"cnn;flag;findtheflag"
144,2013-09-05,3,2024,"bbc;former;payoffs"
145,2013-09-05,2,1054,"gabrielle;storm"
146,2013-09-05,3,5356,"fire;hunter;yosemite"
147,2013-09-05,2,1688,"100;pile"
148,2013-09-05,3,7551,"divorce;george;wife"
149,2013-09-05,3,11552,"wawrinka;andy;murray"
150,2013-09-05,2,7066,"credit;universal"
151,2013-09-05,2,11495,"old;year"
152,2013-09-05,6,8041,"ausvotes;coalition;costings;hockey;public;election"
153,2013-09-05,2,1048,"speaker;request"
154,2013-09-05,2,2205,"panda;zoo"
155,2013-09-06,3,4042,"break;encryption;internet"
156,2013-09-06,4,10181,"advancingthedream;live;watch;updates"
157,2013-09-06,3,8808,"hernandez;aaron;murder"
158,2013-09-06,11,106808,"putin;says;congress;g20;attack;summit;president;strike;syria;military;obama"
159,2013-09-06,2,2164,"broncos;ravens"
160,2013-09-06,2,1649,"thompson;mark"
161,2013-09-06,2,1368,"chemical;used"
162,2013-09-06,2,3074,"lebanon;orders"
163,2013-09-06,2,1532,"front;page"
164,2013-09-06,3,3269,"john;kerry;inners"
165,2013-09-06,3,4292,"final;williams;azarenka"
166,2013-09-06,2,4688,"new;york"
167,2013-09-06,4,14602,"rate;jobs;august;unemployment"
168,2013-09-06,2,1051,"dissolve;brotherhood"
169,2013-09-06,2,3834,"china;apple"
170,2013-09-06,2,1463,"militants;drone"
171,2013-09-06,2,1879,"small;island"
172,2013-09-07,2,2822,"open;djokovic"
173,2013-09-07,12,78844,"abbott;says;rudd;results;labor;ausvotes;tony;election;auspol;elect;seat;kevin"
174,2013-09-07,2,1933,"militants;sinai"
175,2013-09-07,2,1250,"dem;lib"
176,2013-09-07,5,45400,"strike;syria;kerry;video;obama"
177,2013-09-07,2,2408,"modi;candidate"
178,2013-09-07,2,1509,"explorer;robotic"
179,2013-09-07,4,5516,"win;australia;polls;exit"
180,2013-09-07,2,2403,"teather;sarah"
181,2013-09-07,2,1539,"john;kerry"
182,2013-09-07,3,2959,"nadal;miss;final"
183,2013-09-07,2,2626,"military;intervention"
184,2013-09-07,3,4535,"nasa;mission;moon"
185,2013-09-07,6,116732,"olympic;games;tokyo;madrid;olympics;2020"
186,2013-09-07,2,2501,"vettel;pole"
187,2013-09-07,3,3050,"pakistan;prisoners;taliban"
188,2013-09-07,2,1197,"arrested;palace"
189,2013-09-07,2,1532,"round;istanbul"
190,2013-09-07,2,2123,"speech;victory"
191,2013-09-07,2,1845,"preview;saturday"
192,2013-09-08,3,1667,"zubin;updates;mehta"
193,2013-09-08,2,5595,"super;bowl"
194,2013-09-08,2,1824,"nato;civilians"
195,2013-09-08,2,1413,"australia;england"
196,2013-09-08,2,2352,"week;fashion"
197,2013-09-08,3,2338,"festival;abbott;ride"
198,2013-09-08,2,2109,"house;white"
199,2013-09-08,2,1912,"moscow;putin"
200,2013-09-08,4,24693,"2020;wrestling;olympics;tokyo"
201,2013-09-08,2,5836,"azarenka;williams"
202,2013-09-08,2,1869,"clashes;muzaffarnagar"
203,2013-09-08,2,1003,"qaeda;group"
204,2013-09-08,2,5282,"chemical;assad"
205,2013-09-08,3,6030,"new;school;year"
206,2013-09-08,4,7676,"man;police;prince;andrew"
207,2013-09-08,10,42735,"says;kerry;congress;support;syria;attack;assad;strike;military;obama"
208,2013-09-08,2,4712,"hip;hop"
209,2013-09-08,2,3795,"jealous;naacp"
210,2013-09-08,2,1141,"party;ruling"
211,2013-09-08,2,10083,"azarenka;serena"
212,2013-09-08,2,1073,"red;carpet"
213,2013-09-09,6,34172,"serena;wins;usopen;azarenka;final;williams"
214,2013-09-09,21,167676,"chemical;president;kerry;congress;military;international;breaking;watch;live;foreign;weapons;attack;hague;assad;strike;says;syria;john;debate;russia;obama"
215,2013-09-09,2,3572,"house;white"
216,2013-09-09,3,1653,"moscow;election;kremlin"
217,2013-09-09,4,144234,"zimmerman;police;george;wife"
218,2013-09-09,2,2416,"icahn;dell"
219,2013-09-09,2,1045,"hillary;clinton"
220,2013-09-09,2,2663,"runway;skids"
221,2013-09-09,3,3249,"violence;muzaffarnagar;bjp"
222,2013-09-09,4,3592,"baby;rodman;daughter;dennis"
223,2013-09-09,2,1057,"leadership;labor"
224,2013-09-09,3,2571,"asylum;seeker;boat"
225,2013-09-10,2,1374,"thomas;bach"
226,2013-09-10,2,2710,"found;guilty"
227,2013-09-10,2,2649,"meeting;council"
228,2013-09-10,5,35075,"usopen;nadal;open;breaking;rafael"
229,2013-09-10,2,3881,"eagles;redskins"
230,2013-09-10,2,3331,"nigel;evans"
231,2013-09-10,2,1344,"front;page"
232,2013-09-10,32,423756,"control;says;apple;december;india;four;gang;foreign;event;rape;weapons;france;chemical;live;speech;iphone;delhigangrape;new;proposal;kerry;delhi;strike;updates;address;russian;obama;face;verdict;meet;syria;resolution;russia"
233,2013-09-11,2,2703,"benghazi;blast"
234,2013-09-11,2,2536,"humberto;hurricane"
235,2013-09-11,2,1227,"mayoral;blasio"
236,2013-09-11,2,2005,"rate;unemployment"
237,2013-09-11,6,96414,"address;speech;president;syria;russia;obama"
238,2013-09-11,2,19098,"weapons;chemical"
239,2013-09-11,3,2705,"eliot;comptroller;spitzer"
240,2013-09-11,2,8322,"spinoff;saul"
241,2013-09-11,2,4230,"front;page"
242,2013-09-11,2,1811,"north;reactor"
243,2013-09-11,3,31075,"new;park;york"
244,2013-09-11,2,3696,"brown;tina"
245,2013-09-11,2,4511,"mail;royal"
246,2013-09-11,2,5300,"nsa;intelligence"
247,2013-09-11,2,12881,"world;trade"
248,2013-09-11,2,5550,"tax;bedroom"
249,2013-09-11,3,3802,"penalty;delhigangrape;death"
250,2013-09-11,4,3124,"support;colorado;gun;laws"
251,2013-09-11,6,21736,"attacks;12th;watch;anniversary;live;silence"
252,2013-09-12,3,3557,"auspol;shorten;labor"
253,2013-09-12,2,1193,"police;alleged"
254,2013-09-12,3,2031,"phone;hacking;mirror"
255,2013-09-12,2,6585,"william;prince"
256,2013-09-12,2,3380,"claims;jobless"
257,2013-09-12,2,16803,"system;solar"
258,2013-09-12,2,3311,"dolby;ray"
259,2013-09-12,2,4022,"buyout;dell"
260,2013-09-12,2,5955,"twitter;ipo"
261,2013-09-12,14,80028,"chemical;says;putin;kerry;syrian;live;times;weapons;attack;assad;new;russian;syria;lavrov"
262,2013-09-12,2,15313,"mail;royal"
263,2013-09-12,3,22950,"fire;boardwalk;seaside"
264,2013-09-12,2,6500,"files;twitter"
265,2013-09-12,2,1327,"sell;twitter"
266,2013-09-12,3,3616,"flooding;coflood;colorado"
267,2013-09-12,3,1011,"sushil;modi;announcement"
268,2013-09-12,2,2726,"voyager;nasa"
269,2013-09-12,2,1845,"bishops;women"
270,2013-09-13,2,1214,"supreme;court"
271,2013-09-13,2,6004,"twitter;ipo"
272,2013-09-13,2,3673,"week;best"
273,2013-09-13,2,1568,"storm;ingrid"
274,2013-09-13,7,12844,"fire;hospital;dead;jersey;boardwalk;psychiatric;sandy"
275,2013-09-13,2,1886,"breaking;consulate"
276,2013-09-13,2,1165,"blast;consulate"
277,2013-09-13,2,1883,"teachers;mexico"
278,2013-09-13,9,19906,"chemical;c4news;kerry;peace;general;weapons;syria;says;secretary"
279,2013-09-13,2,132125,"13th;friday"
280,2013-09-13,2,1690,"voice;film"
281,2013-09-13,2,2236,"cowx;coflood"
282,2013-09-13,3,11505,"jets;patriots;first"
283,2013-09-13,3,2542,"track;namo;bjp"
284,2013-09-13,2,2940,"front;page"
285,2013-09-13,2,4927,"jim;bmw"
286,2013-09-13,2,1095,"sold;united"
287,2013-09-13,2,22493,"new;york"
288,2013-09-13,2,2942,"attack;consulate"
289,2013-09-13,5,29408,"case;death;delhi;gang;rape"
290,2013-09-13,2,3049,"sreesanth;life"
291,2013-09-13,3,10503,"modi;sena;narendra"
292,2013-09-13,2,9181,"afghanistan;consulate"
293,2013-09-13,2,2184,"afghan;consulate"
294,2013-09-13,5,8715,"found;woman;flooding;colorado;flood"
295,2013-09-14,2,2387,"funeral;iraq"
296,2013-09-14,4,6150,"modi;narendra;candidate;bjp"
297,2013-09-14,5,29225,"flood;flooding;video;colorado;floods"
298,2013-09-14,2,1693,"anti;march"
299,2013-09-14,2,1123,"new;star"
300,2013-09-14,3,6436,"top;page;2013"
301,2013-09-14,11,74452,"chemical;kerry;deal;war;weapons;talks;syria;welcomes;pentagon;russia;obama"
302,2013-09-14,2,1201,"rises;toll"
303,2013-09-14,2,1042,"police;teachers"
304,2013-09-14,2,20451,"old;year"
305,2013-09-14,2,1251,"anthony;leadership"
306,2013-09-14,2,3323,"redsox;yankees"
307,2013-09-14,2,2432,"change;team"
308,2013-09-14,2,3847,"debut;scores"
309,2013-09-14,2,1773,"bus;greyhound"
310,2013-09-15,2,1177,"easy;mayweather"
311,2013-09-15,3,1844,"party;dems;lib"
312,2013-09-15,2,6221,"alvarez;mayweather"
313,2013-09-15,2,1201,"twitter;ipo"
314,2013-09-15,2,2681,"hurricane;ingrid"
315,2013-09-15,4,3622,"modi;live;war;updates"
316,2013-09-15,2,5663,"costa;concordia"
317,2013-09-15,2,2758,"nuclear;power"
318,2013-09-15,12,47926,"iran;president;kerry;deal;hollande;weapons;chemical;syria;says;syrian;russia;obama"
319,2013-09-15,2,1518,"car;iraq"
320,2013-09-15,2,1292,"armed;forces"
321,2013-09-15,3,6340,"floods;flooding;colorado"
322,2013-09-15,2,1012,"poll;race"
323,2013-09-15,2,1257,"akhilesh;muzaffarnagar"
324,2013-09-15,2,18001,"look;like"
325,2013-09-15,2,1180,"wall;street"
326,2013-09-15,2,1079,"agni;india"
327,2013-09-15,2,92998,"floyd;mayweather"
328,2013-09-15,2,3003,"world;man"
329,2013-09-15,2,1826,"insidious;office"
330,2013-09-15,9,21126,"withdraws;summers;fed;name;lawrence;breaking;larry;consideration;reserve"
331,2013-09-16,2,1198,"vince;cable"
332,2013-09-16,4,2126,"ship;attempt;raise;cruise"
333,2013-09-16,2,4007,"football;former"
334,2013-09-16,2,1424,"colorado;rescue"
335,2013-09-16,2,2202,"nick;clegg"
336,2013-09-16,2,8388,"chemical;syria"
337,2013-09-16,2,1582,"judge;muslim"
338,2013-09-16,4,145004,"navy;washington;shooting;yard"
339,2013-09-16,3,2110,"six;dead;people"
340,2013-09-16,3,8137,"live;watch;updates"
341,2013-09-16,3,3463,"tony;abbott;cabinet"
342,2013-09-16,4,15127,"costa;concordia;salvage;reef"
343,2013-09-16,2,2578,"news;breaking"
344,2013-09-16,2,1700,"august;month"
345,2013-09-16,2,5733,"billy;connolly"
346,2013-09-16,2,19293,"america;miss"
347,2013-09-16,2,1850,"storm;mexico"
348,2013-09-16,3,1376,"complex;kaesong;south"
349,2013-09-18,2,2288,"fed;bond"
350,2013-09-18,2,4570,"take;first"
351,2013-09-18,3,1815,"upriots;uma;bjp"
352,2013-09-18,2,16838,"live;watch"
353,2013-09-18,2,2321,"assad;fox"
354,2013-09-18,2,3736,"nuclear;iran"
355,2013-09-18,2,4936,"front;page"
356,2013-09-18,3,23427,"navy;washington;yard"
357,2013-09-18,2,20689,"bus;train"
358,2013-09-18,2,2899,"chemical;assad"
359,2013-09-18,2,8060,"fed;taper"
360,2013-09-18,2,1324,"aaron;alexis"
361,2013-09-18,3,2318,"tourists;acapulco;mexico"
362,2013-09-18,2,2619,"still;says"
363,2013-09-18,2,1741,"assad;year"
364,2013-09-18,2,2413,"trial;court"
365,2013-09-18,2,5277,"starbucks;guns"
366,2013-09-18,5,5575,"damascus;attack;russia;questions;syria"
367,2013-09-18,2,7042,"federal;reserve"
368,2013-09-18,2,2894,"stores;guns"
369,2013-09-18,2,1104,"fed;breaking"
370,2013-09-18,4,4610,"record;highs;united;dow"
371,2013-09-19,2,2648,"may;says"
372,2013-09-19,3,26700,"navy;shooting;yard"
373,2013-09-19,3,7619,"newshourchats;climate;change"
374,2013-09-19,2,1088,"ordered;evacuations"
375,2013-09-19,2,1079,"manuel;hurricane"
376,2013-09-19,6,21894,"900;food;house;million;expected;white"
377,2013-09-19,2,2593,"claims;jobless"
378,2013-09-19,2,1919,"conviction;tom"
379,2013-09-19,3,8833,"dies;yamauchi;nintendo"
380,2013-09-19,8,17382,"weapons;kerry;chemical;state;syria;talks;president;obama"
381,2013-09-19,3,19741,"ken;norton;champion"
382,2013-09-19,4,5163,"missing;least;storm;mexico"
383,2013-09-19,2,1857,"cairo;egyptian"
384,2013-09-19,6,11371,"buy;would;powerful;2022;world;ifiwereabillionaire"
385,2013-09-19,2,7953,"old;year"
386,2013-09-19,2,1139,"tony;held"
387,2013-09-19,2,1018,"309;000"
388,2013-09-19,2,1191,"retail;sales"
389,2013-09-19,2,1024,"watch;minutes"
390,2013-09-19,4,8052,"pravda;putin;4th;mccain"
391,2013-09-19,2,22864,"pope;church"
392,2013-09-19,2,1054,"failing;hospitals"
393,2013-09-19,4,7924,"powerball;ticket;lottery;winning"
394,2013-09-19,2,3979,"tax;bedroom"
395,2013-09-19,2,3413,"whale;london"
396,2013-09-19,3,2667,"pay;whale;jpmorgan"
397,2013-09-19,2,1037,"militants;forces"
398,2013-09-20,2,5800,"house;bill"
399,2013-09-20,2,2129,"park;chicago"
400,2013-09-20,2,2146,"says;technology"
401,2013-09-20,2,2193,"sunni;mosque"
402,2013-09-20,2,4540,"people;chicago"
403,2013-09-20,4,3397,"military;attack;yemen;militants"
404,2013-09-20,3,3448,"front;skypapers;page"
405,2013-09-20,2,6852,"new;iphones"
406,2013-09-20,2,2806,"food;house"
407,2013-09-20,2,2860,"new;epa"
408,2013-09-20,3,6587,"bishop;pope;church"
409,2013-09-20,2,2606,"goes;missing"
410,2013-09-20,2,1539,"update;chicago"
411,2013-09-20,2,15147,"let;know"
412,2013-09-20,3,8558,"president;live;obama"
413,2013-09-20,2,2407,"shot;chicago"
414,2013-09-20,2,11285,"bloom;godfrey"
415,2013-09-20,3,22765,"house;obamacare;gop"
416,2013-09-20,2,1595,"mariano;rivera"
417,2013-09-20,2,1384,"preview;friday"
418,2013-09-20,2,6312,"ukip;farage"
419,2013-09-20,3,26144,"get;iphone;apple"
420,2013-09-20,2,14268,"shooting;chicago"
421,2013-09-20,2,2132,"weapons;chemical"
422,2013-09-20,2,2279,"carbon;coal"
423,2013-09-20,2,1454,"rate;rbi"
424,2013-09-20,2,6447,"tax;bedroom"
425,2013-09-20,11,53986,"loss;cut;old;chicago;house;breaking;workforce;blackberry;year;abcworldnews;500"
426,2013-09-20,3,13868,"navy;shooter;yard"
427,2013-09-21,2,2722,"murder;guilty"
428,2013-09-21,2,2755,"auto;grand"
429,2013-09-21,2,2958,"navy;yard"
430,2013-09-21,2,2744,"degree;first"
431,2013-09-21,2,1973,"sri;lanka"
432,2013-09-21,2,1722,"reportedly;man"
433,2013-09-21,2,4915,"best;way"
434,2013-09-21,2,1859,"korea;postpones"
435,2013-09-21,2,1346,"shooting;chicago"
436,2013-09-21,3,2403,"afghan;taliban;baradar"
437,2013-09-21,3,5840,"new;iphone;people"
438,2013-09-21,2,1218,"riots;muzaffarnagar"
439,2013-09-21,15,92348,"kenya;says;shopping;westgate;attack;dead;killed;fire;mall;responsibility;claims;gunmen;president;kenyan;nairobi"
440,2013-09-21,2,1649,"chemical;syria"
441,2013-09-21,2,1521,"funeral;baghdad"
442,2013-09-21,2,2951,"photo;show"
443,2013-09-21,2,5168,"iran;rouhani"
444,2013-09-21,4,7269,"east;clinch;redsox;title"
445,2013-09-21,2,1273,"preview;saturday"
446,2013-09-21,2,2728,"usagi;typhoon"
447,2013-09-22,3,6216,"life;china;prison"
448,2013-09-22,2,5606,"live;watch"
449,2013-09-22,2,2763,"majority;absolute"
450,2013-09-22,3,4099,"xilai;politician;chinese"
451,2013-09-22,21,118975,"kenya;end;brutality;centre;westgate;kenyan;rescued;attack;scene;killed;siege;mall;stand;hostages;church;says;afghan;shopping;gunfire;say;nairobi"
452,2013-09-22,2,8054,"navy;yard"
453,2013-09-22,3,5597,"usagi;typhoon;kong"
454,2013-09-22,3,7999,"german;party;election"
455,2013-09-22,2,3459,"peshawar;church"
456,2013-09-22,2,1121,"least;church"
457,2013-09-22,4,6925,"modi;indian;narendra;bjp"
458,2013-09-22,2,1222,"car;stop"
459,2013-09-22,3,12859,"pakistan;suicide;church"
460,2013-09-22,2,14384,"red;carpet"
461,2013-09-22,4,8817,"merkel;exit;angela;third"
462,2013-09-23,2,2089,"harris;rolf"
463,2013-09-23,2,2195,"president;video"
464,2013-09-23,2,3509,"church;bombing"
465,2013-09-23,2,18829,"top;stories"
466,2013-09-23,2,3624,"million;apple"
467,2013-09-23,2,4931,"lerner;lois"
468,2013-09-23,2,2915,"ipo;chrysler"
469,2013-09-23,2,5141,"billion;blackberry"
470,2013-09-23,2,14630,"old;year"
471,2013-09-23,2,2199,"new;reports"
472,2013-09-23,2,1237,"meet;nic"
473,2013-09-23,3,29303,"bad;breaking;blackberry"
474,2013-09-23,6,47975,"series;drama;wins;comedy;emmy;emmys"
475,2013-09-23,2,9360,"fairfax;blackberry"
476,2013-09-23,2,5015,"miniseries;movie"
477,2013-09-23,2,11825,"blackberry;deal"
478,2013-09-23,2,1862,"comedy;actress"
479,2013-09-23,13,93293,"control;centre;westgate;people;arrested;attack;mall;minister;coverage;kenya;chair;kenyan;nairobi"
480,2013-09-23,2,4254,"merkel;angela"
481,2013-09-24,3,5150,"syria;russia;obama"
482,2013-09-24,2,8643,"live;video"
483,2013-09-24,17,45942,"among;tells;police;westgate;attack;british;gunfire;siege;mall;americans;forces;kenya;shopping;still;kenyan;nairobi;say"
484,2013-09-24,2,3315,"president;obama"
485,2013-09-24,2,1163,"toronto;says"
486,2013-09-24,2,1893,"unga;obama"
487,2013-09-24,4,9848,"pakistan;hits;felt;earthquake"
488,2013-09-24,2,8083,"assembly;general"
489,2013-09-24,2,2831,"bloom;godfrey"
490,2013-09-24,2,7823,"live;watch"
491,2013-09-24,2,12725,"new;york"
492,2013-09-24,2,2421,"adoptive;parents"
493,2013-09-24,2,5795,"iran;obama"
494,2013-09-25,2,12160,"win;cup"
495,2013-09-25,2,5850,"wins;cup"
496,2013-09-25,2,25547,"cruz;ted"
497,2013-09-25,2,12963,"america;cup"
498,2013-09-25,2,3128,"aaron;alexis"
499,2013-09-25,3,1515,"kenya;attack;mall"
500,2013-09-25,2,7261,"health;care"
501,2013-09-25,2,3912,"george;sex"
502,2013-09-25,2,5074,"live;watch"
503,2013-09-25,2,9496,"navy;yard"
504,2013-09-25,2,1174,"front;page"
505,2013-09-25,2,2237,"senate;bill"
506,2013-09-25,2,9842,"usa;cup"
507,2013-09-26,2,1092,"iraqi;baghdad"
508,2013-09-26,2,1046,"rate;economy"
509,2013-09-26,2,3550,"chemical;syria"
510,2013-09-26,2,3152,"mental;costume"
511,2013-09-26,2,2164,"navy;yard"
512,2013-09-26,2,1051,"348;toll"
513,2013-09-26,2,1159,"modi;trichy"
514,2013-09-26,2,1938,"customers;bank"
515,2013-09-26,2,1415,"nuclear;rouhani"
516,2013-09-26,2,2052,"new;100"
517,2013-09-26,3,2320,"crimes;war;year"
518,2013-09-26,2,2380,"found;concordia"
519,2013-09-26,2,1153,"baghdad;people"
520,2013-09-26,2,1573,"baghdad;markets"
521,2013-09-26,2,2064,"snowden;surveillance"
522,2013-09-26,2,1088,"abbas;peace"
523,2013-09-26,4,4730,"samantha;notice;lewthwaite;interpol"
524,2013-09-26,2,1659,"gang;rape"
525,2013-09-26,2,1118,"raghuram;rajan"
526,2013-09-26,17,42132,"affordable;president;says;attacks;live;militants;sharif;abbas;terror;mall;clinton;amp;believed;kenya;attack;killed;obama"
527,2013-11-19,2,1519,"possession;radel"
528,2013-11-19,2,21510,"world;cup"
529,2013-11-19,2,1029,"zimmerman;jail"
530,2013-11-20,3,10278,"freedom;medal;clinton"
531,2013-11-20,4,2128,"paris;newspaper;french;custody"
532,2013-11-20,4,1522,"pact;security;afghan;kerry"
533,2013-11-20,2,1532,"billy;graham"
534,2013-11-20,3,1565,"personal;afghanistan;deal"
535,2013-11-20,2,1017,"making;bob"
536,2013-11-20,2,1653,"car;killed"
